Timestamp,Employment Type,Company Name,Company Size - # Employees,Primary Location (Country),Primary Location (City),Industry in Company,Public or Private Company,Years Experience in Industry,Years of Experience in Current Company  ,Job Title In Company,Job Ladder,Job Level,Required Hours Per Week,Actual Hours Per Week,Highest Level of Formal Education Completed,Total Base Salary in 2018 (in USD),Total Bonus in 2018 (cumulative annual value in USD),Total Stock Options/Equity in 2018 (cumulative annual value in USD),Health Insurance Offered,Annual Vacation (in Weeks),Are you happy at your current position?,Do you plan to resign in the next 12 months?,What are your thoughts about the direction of your industry?,Gender,Final Question: What are the top skills (you define what that means) that you believe will be necessary for job growth in your industry over the next 10 years?,Have you ever done a bootcamp? If so was it worth it?
9/15/2019 7:13:14,Full-time,Providence Health and Services,"10,000-99,999",United States (US),Portland,Healthcare,Non-profit,10-20,0-2,Software Developer 3,Software Engineer (SWE),,20-39,20-39,High School,115000,,,Yes,4,It's Complicated,Don't know,,Male,,No - never did one
9/15/2019 7:42:38,Full-time,Google,"100,000+",United States (US),,Semiconductors,Public,10-20,0-2,Hardware Engineer,Hardware Engineer,4 (IV),40+,20-39,Graduate Degree,150000,71000,72500,Yes,3,It's Complicated,Yes,,Male,,No - never did one
9/15/2019 8:45:25,Full-time,,20-99,Latvia (LV),,Construction,Private,10-20,10-20,Admin,System Admin,,40+,40-49,Graduate Degree,20000,2000,,No,4,It's Complicated,Don't know,,Male,,
9/15/2019 19:04:24,Full-time,,100-999,United States (US),,Insurance,Private,2-5,2-5,Systems administrator,System Admin,2 (II),40+,50-69,Associates Degree,62000,,,Yes,3,It's Complicated,Yes,,Male,,No - never did one
9/15/2019 20:30:29,Full-time,ERC Inc,"1,000-9,999",United States (US),"Huntsville, Alabama",Govt - Defense,Private,20+,0-2,Senior Systems Engineer,System Admin,,40+,40-49,Professional Certifications,111000,0,0,Yes,4,Yes,No,"DoD is looking good, as long as Kim Jong keeps testing those missiles.",Male,Cyber Security,No - never did one
9/15/2019 20:32:15,Full-time,UBS,"10,000-99,999",United Kingdom (GB),London,Finance,Public,5-10,5-10,Software developer,Software Engineer (SWE),,40+,40-49,Graduate Degree,100000,5000,0,Yes,5,Yes,No,,Male,"Containers, Cloud, Azure",No - never did one
9/15/2019 22:13:55,Full-time,,100-999,Belgium (BE),,Govt - Other,Private,5-10,0-2,System and Network Engineer,Network Engineer,,40+,40-49,Professional Bachelor,131000,,,Yes,6+,Yes,No,,Male,,
9/15/2019 22:25:54,Full-time,,"1,000-9,999",United States (US),Los Angeles,Aerospace,Private,5-10,,Information  Security Analyst,Data Scientist,,40+,50-69,Undergraduate Degree,92000,10000,43000,Yes,3,Yes,No,,Male,"Scripting, Programming",No - never did one
9/16/2019 2:22:33,Full-time,,20-99,United States (US),,IT,Private,0-2,0-2,IT Support Specialist,System Admin,,40+,40-49,Graduate Degree,50000,,,Yes,2,It's Complicated,Don't know,,Male,,No - never did one
9/16/2019 2:33:43,Full-time,Textron,"10,000-99,999",United States (US),Dallas,Aerospace,Public,5-10,2-5,IT Analyst,Dev-Ops,3 (III),20-39,20-39,Undergraduate Degree,72000,0,0,Yes,2,It's Complicated,Don't know,,Male,,No - never did one
9/16/2019 3:51:55,Full-time,,100-999,United States (US),Kentucky,Consulting,Private,5-10,5-10,IT Manager,System Admin,,40+,50-69,Associates Degree,90000,12500,,Yes,4,Yes,Don't know,,Male,"Security, Cloud ",No - never did one
9/16/2019 5:44:24,Full-time,,20-99,United States (US),,Healthcare,Private,5-10,5-10,Software Engineer ,Software Engineer (SWE),,40+,0-10,Undergraduate Degree,90000,3500,0,Yes,3,Yes,No,,Male,,No - never did one
9/16/2019 6:11:07,Full-time,,20-99,United States (US),Baltimore,Software,Private,2-5,0-2,User Experience Designer,UX,,40+,40-49,Undergraduate Degree,90000,6000,,Yes,3,Yes,No,,Male,"Service design, interaction design, visual design",Yes - worthless
9/16/2019 6:13:55,Full-time,,"10,000-99,999",United States (US),,Consulting,Public,0-2,0-2,Software Engineer,Software Engineer (SWE),4 (IV),40+,40-49,Undergraduate Degree,55000,500,,Yes,2,It's Complicated,Yes,,Male,,No - never did one
9/16/2019 10:04:41,Full-time,ROI Hunter,100-999,Czech Republic (CZ),Brno,Internet Services,Public,5-10,2-5,Frontend Developer,Web Developer,,40+,40-49,Undergraduate Degree,31800,0,0,N/A,4,It's Complicated,Yes,,Male,,No - never did one
9/16/2019 10:34:40,Full-time,Accenture,"10,000-99,999",Philippines (PH),Manila,Software,Private,0-2,0-2,Associate Software Engineer,Software Engineer (SWE),1 (I),40+,40-49,Graduate Degree,5000,,,Yes,2,No,Yes,,Male,,Yes - meh
9/16/2019 11:02:19,Full-time,,"1,000-9,999",Viet Nam (VN),Hanoi,IT,N/A,2-5,2-5,Engineer II,Dev-Ops,2 (II),40+,40-49,Graduate Degree,7000,8000,,Yes,2,It's Complicated,Don't know,,Male,,No - never did one
9/16/2019 11:06:31,Full-time,,20-99,Singapore (SG),,Hardware,Public,0-2,,Consultant,Technical Support Engineer,,40+,40-49,,29000,,,Yes,6+,Yes,Yes,,Male,,Yes - meh
9/16/2019 11:32:56,Part-time,,1-19,Canada (CA),Vancouver,Web Development,Private,2-5,0-2,L3 sys admin/engineer,System Admin,3 (III),20-39,20-39,High School,84500,0,0,Yes,2,Yes,Yes,,Male,Programming abilities,No - never did one
9/16/2019 12:29:22,Full-time,,20-99,United States (US),Tampa,IT,Private,2-5,0-2,Service Technicion,Technical Support Engineer,1 (I),40+,40-49,Associates Degree,55000,,,Yes,1,It's Complicated,Yes,Stagnant,Male,,No - never did one
9/16/2019 12:32:06,Full-time,,1-19,France (FR),LYON,Software,Private,10-20,10-20,Software engineer ,Software Engineer (SWE),,40+,40-49,Graduate Degree,49726,0,0,Yes,5,It's Complicated,Don't know,,Male,,No - never did one
9/16/2019 13:36:22,Full-time,SÍ,100-999,Iceland (IS),Reykjavík,Govt - Other,Public,5-10,0-2,System Administrator,System Admin,,20-39,20-39,High School,54000,,,N/A,5,Yes,No,,Male,User interaction,No - never did one
9/16/2019 14:04:55,Full-time,,100-999,Canada (CA),Montréal ,Energy,Private,20+,0-2,Infrastructure architect ,Architect,,40+,40-49,Associates Degree,105000,5000,,Yes,4,It's Complicated,Yes,,Male,"Cloud,devops",No - never did one
9/16/2019 14:10:24,Full-time,,20-99,France (FR),Nice,Consulting,Private,20+,0-2,Senior Software Developer,Software Engineer (SWE),,20-39,20-39,Graduate Degree,55000,0,0,Yes,5,It's Complicated,Yes,,Male,,No - never did one
9/16/2019 14:39:33,Full-time,,20-99,United States (US),"Fort Wayne, Indiana",Clothing,Private,0-2,0-2,IT,Newtork Admin,,40+,20-39,Undergraduate Degree,43000,500,0,Yes,2,It's Complicated,Yes,,Male,,No - never did one
9/16/2019 15:45:00,Full-time,Stefanini,"10,000-99,999",United States (US),Detroit Metro,IT,Private,5-10,2-5,Deskside Support,Technical Support Engineer,2 (II),40+,40-49,High School,46000,0,0,Yes,2,It's Complicated,Yes,,Male,Cloud / Automation,No - never did one
9/16/2019 15:58:42,Full-time,Local government :),100-999,Canada (CA),,Public Sector,Non-profit,0-2,0-2,Software Analyst,Software Engineer (SWE),,20-39,20-39,Undergraduate Degree,64000,,,Yes,4,Yes,No,,Male,,No - never did one
9/16/2019 16:16:30,Full-time,Utica First Insurance,100-999,United States (US),Utica,Finance,Private,5-10,2-5,SysAdmin,System Admin,3 (III),40+,20-39,Undergraduate Degree,60000,0,0,Yes,4,Yes,Don't know,,Male,I have no Idea,No - never did one
9/16/2019 16:26:35,Full-time,Handel Information Technolgies,20-99,United States (US),,Software,Private,2-5,0-2,IT Specialist,System Admin,,40+,50-69,Undergraduate Degree,42000,0,0,Yes,2,No,Yes,,Male,,
9/16/2019 17:33:26,Full-time,,100-999,United States (US),,Media - Print & Journalism,Private,5-10,2-5,storage engineer,Dev-Ops,2 (II),40+,50-69,Undergraduate Degree,150000,0,0,Yes,3,It's Complicated,Don't know,,Male,,No - never did one
9/16/2019 17:50:11,Full-time,AOC,20-99,United States (US),"Conway, AR",Public Sector,Non-profit,5-10,2-5,IT Manager,System Admin,,40+,40-49,Undergraduate Degree,44000,0,0,Yes,2,It's Complicated,Don't know,,Male,,No - never did one
9/16/2019 18:16:28,Full-time,,100-999,United States (US),Phoenix,Retail,Private,2-5,0-2,IT Manager,System Admin,,40+,40-49,Undergraduate Degree,50000,0,0,Yes,2,It's Complicated,Don't know,,Male, ,No - never did one
9/16/2019 18:42:29,Full-time,NIH,"1,000-9,999",United States (US),"Rockville, MD",Govt - Other,Public,5-10,2-5,Windows Engineer,System Admin,,40+,40-49,Undergraduate Degree,700000,3000,0,Yes,4,Yes,Yes,,Male,Strong troubleshooting skills,No - never did one
9/16/2019 19:04:37,Full-time,Nationwide,100-999,United States (US),Richmond,IT,Private,5-10,2-5,Infrastructure Engineer ,System Admin,3 (III),40+,40-49,Professional Certifications,95000,,7000,Yes,3,Yes,Don't know,,Male,,Yes - meh
9/16/2019 19:51:12,Full-time,Members 1st Federal Credit Union,"1,000-9,999",United States (US),Mechanicsburg,Finance,N/A,2-5,5-10,Network Administrator,Site Reliability Engineer (SRE),1 (I),40+,40-49,Associates Degree,70500,0,0,Yes,4,Yes,No,,Male,"Cloud,Containers",No - never did one
9/16/2019 19:52:58,Full-time,,"1,000-9,999",United States (US),Portland,Healthcare,Private,5-10,5-10,Network Administrator,Technical Support Engineer,,40+,40-49,Undergraduate Degree,81000,,,Yes,2,Yes,No,,Male,,No - never did one
9/16/2019 20:12:03,Full-time,Larson Automotive Group,100-999,United States (US),Tacoma,Automotive,Private,5-10,0-2,IT Manager,System Admin,,40+,40-49,High School,50000,0,0,Yes,1,It's Complicated,Yes,,Male,,No - never did one
9/16/2019 20:28:37,Full-time,BAE Systems AI,"1,000-9,999",United Kingdom (GB),Guildford,Consulting,Public,5-10,2-5,Platform Engineer,Dev-Ops,5 (V),40+,40-49,No Formal Education,65000,4000,,Yes,3,Yes,No,,Male,,No - never did one
9/16/2019 20:47:27,Full-time,,"1,000-9,999",United States (US),,Public Sector,Academia,20+,0-2,IT Specialist,System Admin,,40+,40-49,Undergraduate Degree,86000,,,Yes,4,Yes,No,,,,Yes - meh
9/16/2019 20:56:36,Full-time,John Deere,"100,000+",United States (US),Des Moines,IT,Public,2-5,2-5,Technical Support Specialist,Technical support specialist,,40+,40-49,High School,43680,0,0,Yes,0,It's Complicated,Yes,Huge company so the right hand doesn't know what the left does or that it exists,Male,,No - never did one
9/16/2019 20:56:36,Full-time,,100-999,Italy (IT),Milan,Insurance,Private,0-2,0-2,Software Engineer,Software Engineer (SWE),,40+,20-39,Graduate Degree,37400,2200,,Yes,4,Yes,Don't know,,Male,,No - never did one
9/16/2019 21:12:44,Full-time,,100-999,United States (US),Plano,Govt - Other,N/A,5-10,0-2,Software Systems Analyst III,Technical Support Engineer,3 (III),40+,40-49,Graduate Degree,67000,0,0,Yes,3,Yes,No,,Male,,No - never did one
9/16/2019 22:03:34,Full-time,,"10,000-99,999",United States (US),Los Angeles,Telecommunications,Private,20+,2-5,Senior IT Manager,Management,,40+,50-69,High School,77000,0,0,Yes,2,Yes,No,,Female,,Yes - loved it
9/16/2019 22:06:10,Full-time,,"10,000-99,999",United States (US),"Canton, OH",Telecommunications,Private,5-10,5-10,IT Project Manager,Technical Support Engineer,,40+,40-49,Undergraduate Degree,58788,0,0,Yes,2,It's Complicated,No,"Love my job, hate no accountability with other departments which make my life miserable",Female,"Powershell, some level of coding skills",No - never did one
9/16/2019 22:10:25,Full-time,,"10,000-99,999",Sweden (SE),,Consulting,Public,0-2,0-2,Consultant,Software Engineer (SWE),,40+,40-49,Graduate Degree,42800,,,N/A,5,Yes,No,,Male,,No - never did one
9/16/2019 22:36:12,Full-time,,100-999,Canada (CA),,Automotive,Private,5-10,0-2,Network Systems Administrator,System Admin,,20-39,40-49,Professional Certifications,45000,,,Yes,2,Yes,No,,,,
9/16/2019 22:56:01,Part-time,Archimedean ,100-999,United States (US),Miami,Education,Academia,0-2,0-2,IT Assistant ,System Admin,,20-39,20-39,Professional Certifications,18500,20000,0,No,0,It's Complicated,Don't know,,Male,,No - never did one
9/16/2019 23:32:29,Full-time,,20-99,Hungary (HU),Budapest,Web Development,Private,5-10,2-5,Principal Software Engineer,Dev-Ops,,40+,40-49,Professional Certifications,33000,4800,,N/A,4,It's Complicated,Don't know,,Male,,No - never did one
9/17/2019 1:14:03,Full-time,Arclight IT,1-19,United States (US),Boston,IT,Private,5-10,0-2,Systems Engineer,Network Engineer,3 (III),40+,40-49,Associates Degree,71000,,,No,2,Yes,Don't know,,Male,,No - never did one
9/17/2019 2:02:05,Full-time,,100-999,United States (US),Northern California,Healthcare,Non-profit,5-10,5-10,Network Administrator,Newtork Admin,,40+,40-49,Most of the way through a CSCI degree,70000,0,0,Yes,3,Yes,No,,Male,"SDN, programming, as always, ability to troubleshoot.",No - never did one
9/17/2019 2:46:41,Full-time,BlueCross BlueShield,"1,000-9,999",United States (US),"Baton Rouge, LA",Healthcare,Non-profit,5-10,2-5,Information Security Architect,System Admin,,40+,20-39,Undergraduate Degree,118000,0,0,Yes,4,Yes,No,,Female,security audiiting,No - never did one
9/17/2019 4:00:18,Full-time,,100-999,United States (US),Bowling Green,Manufacturing,Private,10-20,2-5,IT,System Admin,,40+,70-89,High School,75000,0,0,Yes,2,Yes,No,It’s stable,Male,Problem solving,No - never did one
9/17/2019 5:54:12,Full-time,ASML,"10,000-99,999",Netherlands (NL),Eindhoven,Semiconductors,Public,10-20,0-2,Design Engineer 2,Software Engineer (SWE),7 (VII),40+,40-49,Graduate Degree,62700,20000,0,No,6+,It's Complicated,No,,Male,"Soft skills, networking",No - never did one
9/17/2019 6:29:39,Full-time,Plaid,100-999,United States (US),Salt Lake City,Software,Private,2-5,0-2,Software Engineer,Software Engineer (SWE),,20-39,20-39,Undergraduate Degree,115000,0,0,Yes,6+,Yes,No,,Male,,No - never did one
9/17/2019 6:35:14,Full-time,,20-99,United States (US),,IT,Private,2-5,0-2,Technician,Technical Support Engineer,1 (I),40+,40-49,Associates Degree,22000,0,0,No,1,It's Complicated,Yes,,Male,,No - never did one
9/17/2019 7:12:00,Full-time,,"10,000-99,999",Australia (AU),,Finance,Public,0-2,0-2,Data Scientist,Data Scientist,,40+,40-49,Doctorate or Post-doctorate,82000,8000,0,N/A,4,Yes,No,,,,No - never did one
9/17/2019 8:24:20,Full-time,,"1,000-9,999",Belgium (BE),,Telecommunications,Private,5-10,5-10,System Admin,System Admin,,40+,40-49,Associates Degree,62100,0,0,Yes,6+,Yes,Don't know,Consolidation,Male,Automation,No - never did one
9/17/2019 9:13:07,Full-time,,"1,000-9,999",United States (US),Orange County,IT,Public,2-5,10-20,Associate Program Manager,Program Manager,,40+,40-49,High School,79000,5000,0,Yes,3,No,Yes,,Female,,No - never did one
9/17/2019 9:52:29,Full-time,One Nevada Credit Union,100-999,United States (US),Las Vegas,Finance,Non-profit,0-2,0-2,Technical Specialist,Technical Support Engineer,,40+,40-49,Associates Degree,38000,44000,0,Yes,3,Yes,Yes,Positive,Male,"Automation, Programming, Big Data analysis, Security",No - never did one
9/17/2019 10:10:02,Full-time,,"1,000-9,999",United Kingdom (GB),,Healthcare,Public,2-5,2-5,ICT Senior Infrastructure Officer,System Admin,6 (VI),20-39,20-39,Professional Certifications,37688,,,N/A,6+,Yes,No,,Male,"Virtualization,Networking,Programming",No - never did one
9/17/2019 11:02:01,Contractor,,20-99,Ireland (IE),Dublin,Healthcare,Private,5-10,0-2,Senior Product Engineer,Software Engineer (SWE),,20-39,20-39,Graduate Degree,77000,0,0,No,4,It's Complicated,Don't know,,Male,,No - never did one
9/17/2019 12:25:53,Full-time,,100-999,United States (US),Bristol,Healthcare,Private,0-2,0-2,Helpdesk Technician ,System Admin,,40+,40-49,High School,41500,0,0,Yes,3,Yes,No,,Male,,No - never did one
9/17/2019 13:54:07,Full-time,,20-99,Germany (DE),,Healthcare,Private,5-10,2-5,Computer Scientist,Software Engineer (SWE),,40+,40-49,Graduate Degree,56880,0,0,Yes,5,It's Complicated,Yes,,Male,,No - never did one
9/17/2019 13:59:11,Full-time,Amazon Web Services,"10,000-99,999",Philippines (PH),,Internet Services,Public,10-20,0-2,Solutions Architect,Software Engineer (SWE),6 (VI),40+,40-49,Undergraduate Degree,72000,0,3500,Yes,3,Yes,Don't know,,Male,"AI/ML, Data Analytics, Serverless",No - never did one
9/17/2019 14:01:30,Full-time,,20-99,Czech Republic (CZ),Prague,Govt - Other,N/A,2-5,2-5,Sysadmin,System Admin,,40+,40-49,High School,13618,,,Yes,3,It's Complicated,Yes,Incompetent management ,Male,Adaptability,No - never did one
9/17/2019 14:09:22,Full-time,,100-999,United States (US),New York City,Media - TV,Private,5-10,0-2,IT Director,System Admin,,40+,40-49,Undergraduate Degree,140000,10000,,Yes,4,Yes,Don't know,,Male,"Security, Managing SaaS, Automation",No - never did one
9/17/2019 14:35:06,Full-time,Wycliffe College,100-999,United Kingdom (GB),Stonehouse,Education,Private,5-10,5-10,IT Support,Technical Support Engineer,2 (II),40+,40-49,Undergraduate Degree,26656,,,No,4,Yes,No,,Male,,No - never did one
9/17/2019 14:37:22,Full-time,Juzni Banat,20-99,Serbia (RS),Bela Crkva,Agriculture,Private,2-5,0-2,IT,Technical Support Engineer,,40+,50-69,Graduate Degree,8157,1000,,Yes,4,No,Yes,,Male,,No - never did one
9/17/2019 14:42:46,Full-time,N/A,20-99,United States (US),Green Bay,Manufacturing,Private,5-10,0-2,Technology Manager,System Admin,,40+,40-49,Associates Degree,80000,0,0,Yes,2,Yes,No,,Male,"Being able to automate.  Python, Powershell",No - never did one
9/17/2019 14:54:11,Full-time,Cardlytics,100-999,United States (US),Atlanta,Advertising,Public,5-10,2-5,SRE,Site Reliability Engineer (SRE),1 (I),40+,40-49,Undergraduate Degree,77000,5000,2500,Yes,3,Yes,No,,Male,"functional programming, container orchestration, infrastructure as code",Yes - worthless
9/17/2019 15:27:35,Full-time,Small MSP,1-19,Australia (AU),Perth,IT,Private,10-20,5-10,Onsite Support Tech,Network Engineer,2 (II),20-39,40-49,High School,70000,0,0,N/A,2,No,Don't know,,Male,,No - never did one
9/17/2019 16:28:58,Full-time,,1-19,United Kingdom (GB),Guernsey,Finance,Private,10-20,2-5,Associate Director,"Systems, Marketing, Operations",9 (IX),20-39,40-49,Level 4 diploma,48578,0,0,Yes,5,It's Complicated,Yes,Pleh,Male,"Forward thinking, change accepting",No - never did one
9/17/2019 16:43:28,Full-time,,100-999,United States (US),,Manufacturing,Public,2-5,2-5,Information Technology Analyst,Newtork Admin,,40+,40-49,Undergraduate Degree,93000,,,Yes,2,It's Complicated,Don't know,,Male,,No - never did one
9/17/2019 16:51:00,Part-time,,1-19,Finland (FI),,Consulting,Private,0-2,0-2,Azure Developer,System Admin,,0-10,10-19,Professional Certifications,12000,,,N/A,4,It's Complicated,Don't know,,Male,,
9/17/2019 16:56:35,Full-time,Smith Haughey Rice & Roegge,100-999,United States (US),Grand Rapids,Law,Private,10-20,2-5,IT Director,Management,,40+,40-49,Graduate Degree,110000,8000,0,Yes,5,It's Complicated,Don't know,,,,No - never did one
9/17/2019 17:09:17,Full-time,,100-999,United States (US),New Orleans,Consulting,Private,5-10,5-10,Solutions Engineer,Technical Support Engineer,,40+,40-49,Undergraduate Degree,75000,1000,,Yes,3,Yes,No,,Male,,Yes - meh
9/17/2019 18:02:03,Full-time,,100-999,United States (US),,Logistics,Private,2-5,0-2,Director of IT,Management,,40+,50-69,Undergraduate Degree,72000,0,0,Yes,0,It's Complicated,Don't know,,Male,,No - never did one
9/17/2019 18:36:26,Full-time,Microsoft,"10,000-99,999",United States (US),,Software,Public,5-10,5-10,Senior Software Engineer,Software Engineer (SWE),3 (III),40+,40-49,Graduate Degree,160500,30000,25000,Yes,4,Yes,Don't know,,Male,,No - never did one
9/17/2019 19:02:40,Full-time,Porsche,"10,000-99,999",Germany (DE),Stuttgart,Automotive,Private,5-10,0-2,Software Engineer,Software Engineer (SWE),2 (II),40+,40-49,Graduate Degree,88000,4000,0,N/A,6+,It's Complicated,Yes,Down,Male,,No - never did one
9/17/2019 19:34:47,Full-time,CDW,"10,000-99,999",United States (US),,Telecommunications,Public,10-20,2-5,Net Support,Network Engineer,,40+,70-89,High School,90000,1200,0,Yes,2,Yes,No,,Male,,Yes - loved it
9/17/2019 19:52:50,Full-time,,100-999,United States (US),Memphis,Manufacturing,Private,5-10,2-5,Systems Administrator,System Admin,,40+,20-39,Professional Certifications,58700,,,Yes,2,No,Yes,,Male,,No - never did one
9/17/2019 23:19:51,Full-time,,100-999,United States (US),,Healthcare,Non-profit,10-20,5-10,InfoSec Manager,Management,,40+,40-49,Undergraduate Degree,97000,,,Yes,6+,Yes,No,,Male,,Yes - loved it
9/18/2019 0:22:07,Full-time,,"10,000-99,999",Canada (CA),,Retail,Public,10-20,10-20,Unix Systems Engineer,System Admin,,20-39,40-49,Professional Certifications,50000,3000,,Yes,5,Yes,No,,Male,,No - never did one
9/18/2019 0:49:50,Full-time,,100-999,United States (US),Dallas,Education,Non-profit,2-5,5-10,Technology Integration Specialist,System Admin and Adult Trainer,,40+,40-49,Undergraduate Degree,66000,0,0,Yes,3,Yes,No,,Male,,No - never did one
9/18/2019 1:23:37,Full-time,,"1,000-9,999",United States (US),"Phoenix, AZ",Education,Academia,10-20,10-20,Systems Engineer,System Admin,,40+,40-49,High School,53244,10962,,Yes,3,It's Complicated,Don't know,"Love what I do, but politics are.. draining.  I imagine it's the same regardless of where you work though.",Female,"Ability to wear many hats and stay current in a broad range of ""things""",Yes - worthless
9/18/2019 2:10:44,Full-time,,"1,000-9,999",United States (US),"Atlanta, GA",Govt - Other,N/A,5-10,5-10,IT Specialist,System Admin,2 (II),40+,40-49,Undergraduate Degree,68000,1500,0,Yes,2,It's Complicated,Don't know,Conflicted. Also please come to public sector everyone is complacent and we need fresh minds ,Male,"Luck. I mean soft skills, capability to learn a lot of things quickly and be everything to everyone",No - never did one
9/18/2019 2:20:26,Full-time,,20-99,Australia (AU),Adelaide,Internet Services,Private,2-5,,Systems Admin / Service Desk Admin,System Admin,,20-39,20-39,Undergraduate Degree,65000,,,No,4,Yes,Yes,,Male,,No - never did one
9/18/2019 2:58:14,Full-time,Amazon,"100,000+",United States (US),,IT,Public,2-5,2-5,IT Technician ,Technical Support Engineer,3 (III),40+,40-49,Undergraduate Degree,37000,,,Yes,2,Yes,No,,Male,,No - never did one
9/18/2019 5:04:19,Full-time,Warner Bros,"1,000-9,999",United States (US),Philadelphia,Web Development,Public,5-10,0-2,Senior software engineer,Software Engineer (SWE),,40+,20-39,High School,115000,5000,0,Yes,4,It's Complicated,Yes,,Male,,No - never did one
9/18/2019 15:49:02,Full-time,,"1,000-9,999",United States (US),Monterey,Healthcare,Private,10-20,10-20,Storage Engineer,System Admin,6 (VI),40+,40-49,Trade School,142000,0,0,Yes,5,Yes,No,,Male,,No - never did one
9/18/2019 16:14:14,Full-time,,100-999,United Kingdom (GB),Glasgow,Internet Services,Private,2-5,2-5,Software developer,Software Engineer (SWE),,20-39,20-39,High School,60307,0,0,N/A,4,Yes,No,,Male,,No - never did one
9/18/2019 19:58:35,Full-time,,20-99,United States (US),Emeryville ,Internet Services,Private,0-2,0-2,Software Engineer ,Software Engineer (SWE),,40+,40-49,Self Taught and Bootcamp ,80000,,,Yes,6+,Yes,No,,Male,,Yes - meh
9/18/2019 21:42:34,Contractor,,"10,000-99,999",United States (US),"Nashville, TN",Retail,Public,5-10,0-2,Systems Engineer,Dev-Ops,,40+,40-49,High School,70000,,,No,0,It's Complicated,Don't know,,Female,,No - never did one
9/18/2019 22:11:41,Full-time,,"1,000-9,999",United States (US),Washington DC,IT,Public,5-10,2-5,System Admin,System Admin,2 (II),20-39,10-19,Undergraduate Degree,80000,3000,,Yes,3,No,Yes,,Male,,No - never did one
9/18/2019 22:13:58,Full-time,,"10,000-99,999",United States (US),Boca Raton,IT,Public,2-5,,Desktop Support,System Admin,2 (II),40+,40-49,Associates Degree,49000,0,0,Yes,4,Yes,No,,Male,,No - never did one
9/19/2019 1:20:12,Full-time,,1-19,United States (US),DFW Texas,Law,Private,2-5,2-5,System Admin,System Admin,,40+,20-39,Undergraduate Degree,39000,500,0,No,2,It's Complicated,No,,Male,,No - never did one
9/19/2019 1:46:19,Full-time,Atlassian,"1,000-9,999",Australia (AU),Sydney,Software,Public,0-2,0-2,Intern Developer,Software Engineer (SWE),,20-39,20-39,High School,70000,0,0,N/A,2,Yes,Don't know,,Male,"Communication, Teamwork, Ability to learn",Yes - worthless
9/19/2019 1:54:45,Full-time,,100-999,United States (US),"Scottsdale, AZ",Management,Private,0-2,0-2,IT Support Tech,Technical Support Engineer,1 (I),40+,40-49,Professional Certifications,45670,5000,0,Yes,3,Yes,No,Need to recognize work/life balance,Male,,No - never did one
9/19/2019 6:45:28,Full-time,,"10,000-99,999",Australia (AU),,Construction,Private,0-2,2-5,Service Desk Specialist,System Admin,2 (II),20-39,20-39,High School,47500,0,0,No,4,Yes,Don't know,,Male,,No - never did one
9/19/2019 11:49:24,Full-time,,20-99,Guernsey (GG),,IT,Private,0-2,0-2,technical support engineer,Technical Support Engineer,1 (I),20-39,20-39,High School,26300,,,No,3,Yes,No,,Male,,No - never did one
9/19/2019 15:18:44,Full-time,,100-999,Germany (DE),Hamburg,Finance,Public,5-10,0-2,Site Reliability Engineer,Site Reliability Engineer (SRE),,40+,20-39,Undergraduate Degree,65000,0,0,Yes,5,No,Yes,,Male,,No - never did one
9/19/2019 15:19:31,Full-time,Contrast Security,100-999,United States (US),,Software,Private,2-5,0-2,Staff Engineer,Software Engineer (SWE),4 (IV),40+,20-39,Graduate Degree,140000,0,10000,Yes,3,Yes,No,,Female,,No - never did one
9/19/2019 15:27:55,Full-time,,100-999,Germany (DE),Hamburg,Finance,Private,10-20,0-2,Site Reliability Engineer,Site Reliability Engineer (SRE),,40+,40-49,Trade School,83000,0,0,N/A,4,It's Complicated,Don't know,,Male,,No - never did one
9/19/2019 17:10:45,Full-time,IT Services,100-999,United States (US),Boulder,IT,Private,10-20,0-2,Network Administrator,Newtork Admin,,40+,20-39,Undergraduate Degree,90000,0,0,Yes,2,It's Complicated,Don't know,Stable but boring,Male,"Network administration, systems administration, virtualization, web hosting, security",No - never did one
9/19/2019 17:27:23,Full-time,,100-999,United States (US),Baltimore,Software,Private,10-20,,Principal Engineer,Software Engineer (SWE),1 (I),40+,40-49,Undergraduate Degree,185000,0,55000,Yes,6+,Yes,No,,Male,,No - never did one
9/19/2019 18:39:46,Contractor,Cisco inc.,"100,000+",United States (US),Austin,Internet Services,Public,0-2,0-2,Project Manager,Management,1 (I),40+,20-39,Undergraduate Degree,65000,0,0,Yes,0,It's Complicated,Don't know,,Male,,Yes - loved it
9/19/2019 22:42:55,Full-time,Ntt,100-999,Australia (AU),Sydney,IT,Public,2-5,2-5,System engineer,System Admin,3 (III),20-39,40-49,Undergraduate Degree,62500,11500,,N/A,4,It's Complicated,Yes,Difficult for level 1 to start,Male,Soft skill and scriptings,No - never did one
9/19/2019 23:16:53,Contractor,Zulily,"1,000-9,999",United States (US),Seattle,Retail,Public,0-2,0-2,Transportation Analyst I,Analyst I -> II -> III -> Manager,1 (I),40+,40-49,Undergraduate Degree,54100,0,0,Yes,0,It's Complicated,Yes,Chill work environment and people but mostly boring non-technical work.,Male,"SQL, Tableau, Python, Data Science/Analytics",Yes - loved it
9/20/2019 1:04:45,Full-time,,1-19,Canada (CA),,IT,Private,0-2,0-2,Technical Analyst,Help Desk,1 (I),40+,40-49,Associates Degree,32434,,,Yes,1,It's Complicated,Don't know,,Male,,No - never did one
